time sunx Sun sunvx sunvy earthx Earth earthvx earthvy
74043.439289737 48.2673464908356 0.229784819193291 0.00132439694062996 9.6097653088214E-06 149560910884.503 2204936894.80782 -441.465646876653 29776.7967448971
75311.093104629 49.9462232243239 0.241966674116324 0.00134706946873387 9.94402038543297E-06 149560351258.925 2242683562.53195 -449.023156244622 29776.6853265382
76578.781010187 51.6538867953244 0.254572587735205 0.00136974252098603 1.02840067600425E-05 149559782037.735 2280431104.12316 -456.580840328676 29776.5719977466
77846.4987336382 53.3903335615564 0.26760980459077 0.00139241601953169 1.06297237076765E-05 149559203222.146 2318179389.92343 -464.138673177229 29776.4567587641
79114.2425326241 55.1555602300126 0.281085570097564 0.00141508989600364 1.09811705729127E-05 149558614813.257 2355928306.07019 -471.696632001212 29776.339609809
80382.0091354023 56.9495638324547 0.29500713057402 0.00143776409045258 1.13383467650005E-05 149558016812.056 2393677752.71552 -479.254696817526 29776.2205510783
81649.7956766976 58.7723416865214 0.30938173314075 0.00146043855019969 1.17012517501187E-05 149557409219.438 2431427642.11582 -486.812850066563 29776.09958275
82917.599651583 60.6238913744475 0.324216625730592 0.00148311322901167 1.20698850471378E-05 149556792036.209 2469177897.2584 -494.371076337224 29775.9767049843
84185.418866719 62.5042107115918 0.33951905699969 0.00150578808622856 1.24442462213546E-05 149556165263.096 2506928450.40939 -501.929362076187 29775.8519179262
85453.2514011319 64.4132977226984 0.355296276278735 0.00152846308606217 1.28243348797658E-05 149555528900.759 2544679241.94575 -509.487695354057 29775.7252217067
86721.0955756356 66.3511506260351 0.371555533572375 0.00155113819704913 1.32101506679097E-05 149554882949.791 2582430219.44465 -517.046065683043 29775.596616444
87988.9499194738 68.3177678090601 0.388304079474528 0.0015738133914542 1.3601693265022E-05 149554227410.73 2620181336.69012 -524.604463818068 29775.466102245
89256.8131452971 70.3131478126704 0.405549165139473 0.00159648864482272 1.39989623808998E-05 149553562284.062 2657932552.92783 -532.162881607573 29775.3336792064
90524.6841262259 72.337289315375 0.423298042240397 0.00161916393557028 1.440195775275E-05 149552887570.228 2695683832.18209 -539.72131185676 29775.1993474157
91792.5618773389 74.390191121515 0.441557962951984 0.00164183924465165 1.48106791428445E-05 149552203269.626 2733435142.70455 -547.279748217217 29775.0631069524
93060.445536936 76.4718521465945 0.460336179898039 0.00166451455522561 1.52251263355994E-05 149551509382.618 2771186456.41625 -554.838185075203 29774.9249578881
94328.3343496244 78.5822714030969 0.479639946092487 0.00168718985235241 1.56452991347514E-05 149550805909.532 2808937748.40392 -562.396617450804 29774.7849002884
95596.2276545898 80.7214479927493 0.499476514929424 0.001709865122784 1.60711973618173E-05 149550092850.669 2846688996.5707 -569.955040927999 29774.6429342127
96864.1248723994 82.8893810946809 0.519853140128745 0.00173254035472795 1.65028208537366E-05 149549370206.302 2884440181.2432 -577.513451575983 29774.4990597154
98132.0254974535 85.0860699615706 0.540777075748917 0.00175521553771245 1.69401694621043E-05 149548637976.68 2922191284.94662 -585.071845904151 29774.353276846
99399.9290863653 87.3115139076233 0.562255576117982 0.00177789066237846 1.73832430507777E-05 149547896162.031 2959942292.05879 -592.630220792821 29774.2055856497
100667.835250102 89.5657123016504 0.584295895805371 0.00180056572033914 1.78320414944977E-05 149547144762.566 2997693188.57614 -600.188573446379 29774.0559861685
101935.743650351 91.8486645666927 0.606905289653281 0.00182324070411486 1.82865646788147E-05 149546383778.478 3035443962.00546 -607.746901371618 29773.9044784404
103203.653988143 94.1603701650206 0.630091012661107 0.00184591560692965 1.87468124971017E-05 149545613209.945 3073194601.02506 -615.305202309885 29773.751062501
104471.566004595 96.5008286039754 0.653860320070195 0.00186859042272461 1.92127848517174E-05 149544833057.132 3110945095.50703 -622.863474241537 29773.5957383828
105739.479470286 98.8700394206567 0.678220467235505 0.00189126514596776 1.96844816509575E-05 149544043320.193 3148695436.20075 -630.421715322587 29773.4385061163
107007.394185813 101.268002186314 0.70317870969077 0.00191393977166403 2.01619028099291E-05 149543243999.271 3186445614.74946 -637.979923888009 29773.27936573
108275.309975116 103.694716496979 0.728742303072064 0.00193661429523591 2.06450482486858E-05 149542435094.501 3224195623.49161 -645.538098411969 29773.1183172504
109543.226686315 106.150181977727 0.754918503179504 0.00195928871253832 2.11339178930755E-05 149541616606.007 3261945455.48556 -653.096237512772 29772.9553607023
110811.144184302 108.63439827091 0.781714565869388 0.00198196301972621 2.16285116723985E-05 149540788533.91 3299695104.2892 -660.654339908738 29772.7904961092
112079.062349714 111.147365036019 0.809137747064272 0.00200463721323617 2.21288295193796E-05 149539950878.321 3337444563.92927 -668.212404412057 29772.6237234935
113346.981078818 113.689081951237 0.837195302781588 0.00202731128978429 2.26348713704773E-05 149539103639.35 3375193828.8979 -675.770429928097 29772.4550428765
114614.900282331 116.259548712824 0.865894489139303 0.00204998524634515 2.31466371657617E-05 149538246817.096 3412942894.11753 -683.328415448383 29772.2844542781
115882.819880974 118.858765027641 0.895242562283569 0.00207265908007228 2.36641268474255E-05 149537380411.657 3450691754.80856 -690.886360024092 29772.1119577175
117150.73980464 121.486730612555 0.925246778389328 0.00209533278828324 2.41873403596657E-05 149536504423.129 3488440406.46445 -698.444262761079 29771.9375532134
118418.659991454 124.143445193509 0.955914393656629 0.00211800636844284 2.47162776484994E-05 149535618851.602 3526188844.82382 -706.002122814279 29771.7612407838
119686.580386717 126.828908504227 0.987252664301856 0.00214067981814426 2.52509386615044E-05 149534723697.165 3563937065.83903 -713.559939381419 29771.5830204462
120954.500941719 129.543120284477 1.01926884654289 0.00216335313508778 2.57913233474742E-05 149533818959.905 3601685065.64071 -721.117711695925 29771.4028922175
122222.421616567 132.286080286875 1.05197019668477 0.0021860263171314 2.63374316577729E-05 149532904639.904 3639432840.62212 -728.675439043799 29771.2208561141
123490.342375039 135.05778826663 1.08536397100487 0.00220869936219878 2.68892635442929E-05 149531980737.245 3677180387.28579 -736.233120732925 29771.0369121519
124758.263186084 137.858243985275 1.11945742580074 0.00223137226830605 2.74468189601985E-05 149531047252.005 3714927702.28825 -743.790756102016 29770.8510603466
126026.184019254 140.687447201066 1.15425781727659 0.00225404503348019 2.80100978580129E-05 149530104184.266 3752674782.30404 -751.348344493396 29770.663300714
127294.104849993 143.545397680963 1.18977240169094 0.00227671765585352 2.85791001920055E-05 149529151534.106 3790421624.18313 -758.905885284507 29770.4736332693
128562.025656205 146.432095193488 1.22600843527305 0.00229939013360239 2.91538259167685E-05 149528189301.602 3828168224.84875 -766.463377867462 29770.2820580277
129829.946416475 149.347539504915 1.26297317417632 0.00232206246491531 2.97342749864586E-05 149527217486.832 3865914581.24442 -774.020821638435 29770.0885750045
131097.86711432 152.29173038922 1.30067387460503 0.00234473464806906 3.03204473567788E-05 149526236089.87 3903660690.46059 -781.57821602302 29769.8931842144
132365.787734646 155.264667620322 1.33911779271955 0.00236740668136521 3.0912342983433E-05 149525245110.793 3941406549.62899 -789.13556045507 29769.6958856722
133633.708263912 158.266350972645 1.37831218464429 0.00239007856313317 3.15099618222374E-05 149524244549.676 3979152155.9277 -796.692854377722 29769.4966793926
134901.628687202 161.296780214284 1.41826430637867 0.00241275029167774 3.21133038277609E-05 149523234406.595 4016897506.49385 -804.250097225913 29769.2955653907
136169.548994307 164.355955121524 1.45898141398709 0.00243542186538791 3.27223689562154E-05 149522214681.626 4054642598.60471 -811.807288462638 29769.0925436813
137437.469176141 167.443875470655 1.50047076349474 0.00245809328267279 3.33371571638253E-05 149521185374.843 4092387429.57104 -819.364427557598 29768.8876142787
138705.389223844 170.560541035879 1.54273961086004 0.00248076454194551 3.39576684064128E-05 149520146486.321 4130131996.71032 -826.921513981837 29768.6807771978
139973.30913089 173.705951594582 1.58579521204607 0.00250343564166097 3.45839026404452E-05 149519098016.135 4167876297.40958 -834.478547220324 29768.4720324532
141241.228889214 176.880106917887 1.62964482289287 0.00252610658024655 3.52158598211558E-05 149518039964.361 4205620329.01 -842.035526748849 29768.2613800596
142509.148491102 180.083006775265 1.67429569917838 0.00254877735613592 3.58535399034612E-05 149516972331.075 4243364088.86326 -849.592452045305 29768.0488200322
143777.067931318 183.314650939994 1.71975509669499 0.0025714479678071 3.64969428430481E-05 149515895116.353 4281107574.39488 -857.149322602365 29767.8343523856
145044.987204291 186.5750391822 1.76603027115376 0.00259411841373208 3.7146068594988E-05 149514808320.273 4318850783.02034 -864.706137910693 29767.617977135
146312.90630407 189.864171268712 1.81312847818117 0.00261678869237613 3.78009171137084E-05 149513711942.91 4356593712.14391 -872.26289745871 29767.3996942954
147580.825227405 193.182046971074 1.86105697343336 0.00263945880225279 3.84614883545874E-05 149512605984.343 4394336359.25023 -879.819600750929 29767.1795038818
148848.743969917 196.52866605574 1.90982301245708 0.0026621287418554 3.9127782272003E-05 149511490444.648 4432078721.79037 -887.376247285135 29766.9574059093
150116.662528037 199.904028289121 1.95943385076117 0.00268479850969187 3.97997988203356E-05 149510365323.904 4469820797.23956 -894.932836563955 29766.7334003932
151384.580897027 203.308133432349 2.0098967437398 0.00270746810424915 4.04775379529281E-05 149509230622.189 4507562583.03823 -902.48936808305 29766.507487349
152652.499073958 206.740981249219 2.06121894678842 0.00273013752404661 4.11609996236647E-05 149508086339.584 4545304076.68073 -910.045841348868 29766.2796667921
153920.417055856 210.202571501317 2.11340771523285 0.00275280676760276 4.18501837860033E-05 149506932476.166 4583045275.65999 -917.602255867585 29766.049938738
155188.334839694 213.692903948008 2.16647030432822 0.00277547583343519 4.25450903929709E-05 149505769032.017 4620786177.46745 -925.158611145065 29765.8183032023
156456.252421338 217.211978343505 2.2204139692135 0.0027981447200418 4.32457193965818E-05 149504596007.219 4658526779.56168 -932.7149066806 29765.5847602011
157724.16979855 220.759794445131 2.27524596503654 0.00282081342595427 4.39520707494811E-05 149503413401.852 4696267079.45759 -940.271141984758 29765.3493097502
158992.086969123 224.336352008287 2.33097354687837 0.00284348194970493 4.46641444039441E-05 149502221215.997 4734007074.67112 -947.827316568311 29765.1119518653
160260.003930896 227.941650786497 2.38760396975341 0.00286615028982694 4.53819403118844E-05 149501019449.738 4771746762.7196 -955.383429942314 29764.8726865627
161527.920680717 231.575690528431 2.4451444885618 0.00288881844483571 4.61054584242615E-05 149499808103.157 4809486141.09082 -962.939481611904 29764.6315138586
162795.837216398 235.238470983452 2.50360235817561 0.00291148641326394 4.68346986921852E-05 149498587176.339 4847225207.30135 -970.49547108798 29764.3884337693
164063.753534761 238.929991896029 2.56298483335008 0.00293415419362662 4.75696610658033E-05 149497356669.368 4884963958.83829 -978.051397875539 29764.1434463114
165331.66963463 242.65025301441 2.62329916886185 0.00295682178447456 4.8310345496028E-05 149496116582.329 4922702393.24836 -985.607261491518 29763.8965515013
166599.585515004 246.399254085442 2.68455261942744 0.00297948918436172 4.90567519335052E-05 149494866915.305 4960440508.08355 -993.163061453905 29763.6477493555
167867.501171952 250.176994845337 2.74675243955094 0.00300215639178965 4.98088803267753E-05 149493607668.385 4998178300.80856 -1000.71879726322 29763.3970398911
